"Country or Area","Year","Area","Sex","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Japan","2015","Total","Both Sexes","Estimate - de jure","Provisional figure","2015","126950000","63,64"
"Japan","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","127132000","63,64"
"Japan","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","127339000","63,64"
"Japan","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","127561000","63,64"
"Japan","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","127817000","63,64"
"Japan","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","128057352","63"
"Japan","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","128070000","63,64"
"Jersey","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","98550",""
"Jersey","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","97857",""
"Jersey","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","97600",""
"Jersey","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","96650",""
"Jordan","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","6675000","65"
"Jordan","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","6530000","65"
"Jordan","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6388000","65"
"Jordan","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","6249000","65"
"Jordan","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","6113000","65"
"Kazakhstan","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","17160774",""
"Kazakhstan","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","17035275",""
"Kazakhstan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","16791427",""
"Kazakhstan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","16673077",""
"Kazakhstan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","16556601",""
"Kazakhstan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","16321581",""
"Kenya","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","44156577","66"
"Kenya","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","42961187","66"
"Kenya","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","41792563","66"
"Kenya","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","40651744","66"
"Kenya","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","39545118","66"
"Kenya","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","38910323","66"
"Kiribati","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","108800","41"
"Kiribati","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","103058",""
"Kuwait","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","3448139",""
"Kuwait","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","3268431",""
"Kuwait","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","3065850",""
"Kuwait","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","3098892","67"
"Kuwait","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","2933268",""
"Kyrgyzstan","2015","Total","Both Sexes","Estimate - de jure","Provisional figure","2015","5900000",""
"Kyrgyzstan","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5835816",""
"Kyrgyzstan","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5719852",""
"Kyrgyzstan","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","5352358","38"
"Kyrgyzstan","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5607511",""
"Kyrgyzstan","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","5259601","38"
"Kyrgyzstan","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5514754",""
"Kyrgyzstan","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","5192806","38"
"Kyrgyzstan","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5447960",""
"Lao People's Democratic Republic","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","6809054","68"
"Lao People's Democratic Republic","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6678899.0945","68"
"Lao People's Democratic Republic","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6548632.768","68"
"Lao People's Democratic Republic","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6418576.53875","68"
"Lao People's Democratic Republic","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","6289042.03425","68"
"Latvia","2015","Total","Both Sexes","Estimate - de jure","Provisional figure","2015","1987600",""
"Latvia","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2001468",""
"Latvia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2012647",""
"Latvia","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2023825",""
"Latvia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2044813",""
"Latvia","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2034319",""
"Latvia","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","2070371",""
"Latvia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2059709",""
"Latvia","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2074605",""
"Latvia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2120504",""
"Latvia","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2097555",""
"Lebanon","2011","Total","Both Sexes","Sample survey - de facto","Final figure, complete","2015","3779859","69"
"Lesotho","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","1896833","8"
"Lesotho","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","1891830","8"
"Liberia","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3946311",""
"Liberia","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3865256",""
"Liberia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3784197",""
"Liberia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3704838",""
"Liberia","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3627144",""
"Libya","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","6228657.51439427",""
"Libya","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","6096207.96619253",""
"Libya","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","5994241.15541986",""
"Libya","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","5892238.8302892",""
"Libya","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","5790517.91476705",""
"Libya","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","5689418.77796199",""
"Liechtenstein","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","37129","70"
"Liechtenstein","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","36838",""
"Liechtenstein","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","36984",""
"Liechtenstein","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","36656.5",""
"Liechtenstein","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","36475",""
"Liechtenstein","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","36281",""
"Liechtenstein","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","36149",""
"Liechtenstein","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","36010",""
"Lithuania","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","2943472","45"
"Lithuania","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","2971905",""
"Lithuania","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2957689",""
"Lithuania","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","2987773",""
"Lithuania","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2009","3003641",""
"Lithuania","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","3043429",""
"Lithuania","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","3052588",""
"Lithuania","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","3028115",""
"Lithuania","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","3097282",""
"Lithuania","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","3141976",""
"Luxembourg","2015","Total","Both Sexes","Estimate - de jure","Provisional figure","2015","563000",""
"Luxembourg","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","549680",""
"Luxembourg","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","543360",""
"Luxembourg","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","537039",""
"Luxembourg","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","530946",""
"Luxembourg","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","524853",""
"Luxembourg","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2011","512353",""
"Luxembourg","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","511840",""
"Luxembourg","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","518347",""
"Luxembourg","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","506953",""
"Luxembourg","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2010","502066",""
"Madagascar","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","20696070",""
"Madagascar","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","20142015",""
"Malawi","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","14844822","8,71"
"Malawi","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","14388551","8,71"
"Malawi","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","13948594","8,71"
"Malaysia","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","30485237",""
"Malaysia","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","30261700","72"
"Malaysia","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","29915286","72"
"Malaysia","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","29510022","72"
"Malaysia","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","29062036","72"
"Malaysia","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","28334135","9"
"Malaysia","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","28588637","72"
"Maldives","2015","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","347552","73"
"Maldives","2014","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2015","341256",""
"Maldives","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","336224",""
"Maldives","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2012","330655",""
"Maldives","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","325135",""
"Maldives","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2011","319738",""
"Malta","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","425384","74"
"Malta","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","423431","74"
"Malta","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","421364","74"
"Malta","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","417546","74"
"Malta","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","419507","74"
"Malta","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","417432",""
"Malta","2011","Total","Both Sexes","Census - de jure - complete tabulation","Provisional figure","2013","416055",""
"Malta","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","416318","74"
"Malta","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","414989","74"
"Malta","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","414027","74"
"Malta","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","414562","74"
"Marshall Islands","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","54200","41"
"Marshall Islands","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","53158",""
"Marshall Islands","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","54305","75"
"Martinique","2011","Total","Both Sexes","Estimate - de jure","Provisional figure","2012","395953",""
"Martinique","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","394173",""
"Martinique","2010","Total","Both Sexes","Estimate - de jure","Provisional figure","2012","396308",""
"Mauritania","2013","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","3460388","76"
"Mauritania","2013","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","3537368","76"
"Mauritania","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","3296958","8"
"Mauritania","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","3340627","8"
"Mauritius","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","1260934","15,77"
"Mauritius","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","1258653","15,77"
"Mauritius","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","1255882","15,77"
"Mauritius","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","1237000","77"
"Mauritius","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","1236817","77"
"Mauritius","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","1252404","15,77"
"Mauritius","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","1280924","77,78"
"Mayotte","2012","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","212645",""
"Mexico","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","121005815.415775","8"
"Mexico","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","119713203.479999","8"
"Mexico","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","118395053.838578","8"
"Mexico","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","117053749.700315","8"
"Mexico","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","115682867.704448","8"
"Mexico","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2011","112336538","79"
"Mexico","2010","Total","Both Sexes","Census - de jure - complete tabulation","Provisional figure","2011","112322757",""
"Mexico","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","114255555.449036","8"
"Micronesia (Federated States of)","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","105830","8"
"Micronesia (Federated States of)","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","106374","8"
"Micronesia (Federated States of)","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","106841","8"
"Micronesia (Federated States of)","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","107249","8"
"Micronesia (Federated States of)","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","107581","8"
"Micronesia (Federated States of)","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2014","102843",""
"Micronesia (Federated States of)","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2008","107839","8"
"Monaco","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","36950",""
"Monaco","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","36050",""
"Monaco","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","36126",""
"Monaco","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","35764",""
"Mongolia","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2963113",""
"Mongolia","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2899010.5",""
"Mongolia","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2839711",""
"Mongolia","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2786322",""
"Mongolia","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2012","2647199",""
"Mongolia","2010","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2012","2647545",""
"Mongolia","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","2738622",""
"Montenegro","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","621521","45"
"Montenegro","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","623556",""
"Montenegro","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","622777",""
"Montenegro","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","622009",""
"Montenegro","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","621240",""
"Montenegro","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","620029",""
"Montenegro","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","619872",""
"Montenegro","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","620556",""
"Montenegro","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","617304",""
"Montserrat","2014","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","4976",""
"Montserrat","2013","Total","Both Sexes","Estimate - de facto","Final figure, complete","2015","4959",""
"Montserrat","2012","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","4936",""
"Montserrat","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","4922",""
"Montserrat","2011","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","4924",""
"Montserrat","2010","Total","Both Sexes","Estimate - de facto","Final figure, complete","2013","5020",""
"Morocco","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","33773630","80"
"Morocco","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","32950445.0854722","80"
"Morocco","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","32596997.2898635","80"
"Morocco","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","32245120.3008378","80"
"Morocco","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","31894046.132629","80"
"Mozambique","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","25727911","8"
"Mozambique","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","25041922","8"
"Mozambique","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","24366112","8"
"Mozambique","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","23700715","8"
"Mozambique","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","23049621","8"
"Mozambique","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","22416881","8"
"Myanmar","2014","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","50279900","81"
"Myanmar","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","51486253","82"
"Myanmar","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","51184273","82"
"Myanmar","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","50666887","82"
"Myanmar","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","50149496","82"
"Myanmar","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2013","59780329",""
"Namibia","2015","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","2280716","31"
"Namibia","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","2237894","31"
"Namibia","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","2196086","31"
"Namibia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","2155440","31"
"Namibia","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2015","2113077",""
"Namibia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","2116077","31"
"Namibia","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2010","2143410","8"
"Nauru","2011","Total","Both Sexes","Census - de facto - complete tabulation","Provisional figure","2013","10086",""
"Nepal","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","28037904","31"
"Nepal","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","27646053","31"
"Nepal","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","27257347","31"
"Nepal","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","26873066","31"
"Nepal","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","26494504",""
"Nepal","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","28584975",""
"Nepal","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","28043744",""
"Netherlands","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","16829289","56"
"Netherlands","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","16804432",""
"Netherlands","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","16779575",""
"Netherlands","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","16730348",""
"Netherlands","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","16754962",""
"Netherlands","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","16693074",""
"Netherlands","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","16655799",""
"Netherlands","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","16615394",""
"New Caledonia","2014","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","268767",""
"New Caledonia","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","260000",""
"New Caledonia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","256000",""
"New Caledonia","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","258000",""
"New Caledonia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","254000",""
"New Caledonia","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","252000",""
"New Caledonia","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","250040",""
"New Caledonia","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2012","252000",""
"New Zealand","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","4509700","83"
"New Zealand","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","4442100","83"
"New Zealand","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","4408100","83"
"New Zealand","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","4384000","83"
"New Zealand","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","4350700","83"
"Nicaragua","2015","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","6262700",""
"Nicaragua","2014","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2014","6198200",""
"Nicaragua","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","6134300",""
"Nicaragua","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2013","6071045",""
"Nicaragua","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","5888945",""
"Nicaragua","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2010","5815524",""
"Niger","2013","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2015","17807117","8,84"
"Niger","2012","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2015","17138707",""
"Niger","2012","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2012","16274738","8"
"Niger","2011","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","15730754","8"
"Niger","2010","Total","Both Sexes","Estimate - de jure","Final figure, incomplete/questionable reliability","2011","15203822","8"
"Niue","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2014","1611",""
"Niue","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2014","1311",""
"Niue","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2011","1496",""
"Norfolk Island","2011","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","2302",""
"Northern Mariana Islands","2011","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","46050",""
"Northern Mariana Islands","2010","Total","Both Sexes","Census - de facto - complete tabulation","Final figure, complete","2013","53883",""
"Northern Mariana Islands","2010","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2011","48317",""
"Norway","2014","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5107970","45,85"
"Norway","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2015","5079622.5","45,85"
"Norway","2013","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5051275","85"
"Norway","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","5018573","85"
"Norway","2012","Total","Both Sexes","Estimate - de jure","Final figure, complete","2012","4985870","85"
"Norway","2011","Total","Both Sexes","Census - de jure - complete tabulation","Final figure, complete","2013","4979955","2,85"
"Norway","2011","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","4953088","85"
"Norway","2010","Total","Both Sexes","Estimate - de jure","Final figure, complete","2013","4889252","85"
"Oman","2014","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","3992893","86"
"Oman","2013","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2015","3855206","86"
"Oman","2012","Total","Both Sexes","Estimate - de facto","Final figure, incomplete/questionable reliability","2014","3623001","86"
