,Reference Area,Time Period,Sex,Age group,Units of measurement,Observation Value,Year_x,Value,Notes,Continent,Sub Group,Year_y,Population
11427,Mexico,2005,Female,Not applicable,Percent,6.70764,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11428,Mexico,2005,Female,Not applicable,Percent,6.70764,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11429,Mexico,2005,Female,Not applicable,Percent,6.70764,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11430,Mexico,2005,Female,Not applicable,Percent,6.70764,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11431,Mexico,2005,Female,Not applicable,Percent,6.70764,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11432,Mexico,2005,Female,Not applicable,Percent,6.70764,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11433,Mexico,2005,Female,Not applicable,Percent,6.70764,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11434,Mexico,2005,Female,Not applicable,Percent,6.70764,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11435,Mexico,2005,Female,Not applicable,Percent,6.70764,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11436,Mexico,2005,Female,Not applicable,Percent,6.70764,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11437,Mexico,2005,Female,Not applicable,Percent,6.70764,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11438,Mexico,2005,Male,Not applicable,Percent,8.9734,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11439,Mexico,2005,Male,Not applicable,Percent,8.9734,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11440,Mexico,2005,Male,Not applicable,Percent,8.9734,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11441,Mexico,2005,Male,Not applicable,Percent,8.9734,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11442,Mexico,2005,Male,Not applicable,Percent,8.9734,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11443,Mexico,2005,Male,Not applicable,Percent,8.9734,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11444,Mexico,2005,Male,Not applicable,Percent,8.9734,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11445,Mexico,2005,Male,Not applicable,Percent,8.9734,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11446,Mexico,2005,Male,Not applicable,Percent,8.9734,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11447,Mexico,2005,Male,Not applicable,Percent,8.9734,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11448,Mexico,2005,Male,Not applicable,Percent,8.9734,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11449,Mexico,2005,Male,Not applicable,Percent,8.9734,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11450,Mexico,2005,Male,Not applicable,Percent,8.9734,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11451,Mexico,2005,Male,Not applicable,Percent,8.9734,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11452,Mexico,2005,Male,Not applicable,Percent,8.9734,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11453,Mexico,2005,Male,Not applicable,Percent,8.9734,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11454,Mexico,2005,Male,Not applicable,Percent,8.9734,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11455,Mexico,2005,Male,Not applicable,Percent,8.9734,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11456,Mexico,2005,Male,Not applicable,Percent,8.9734,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11457,Mexico,2005,Male,Not applicable,Percent,8.9734,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11458,Mexico,2005,Male,Not applicable,Percent,8.9734,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11459,Mexico,2005,Male,Not applicable,Percent,8.9734,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11460,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11461,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11462,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11463,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11464,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11465,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11466,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11467,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11468,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11469,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11470,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11471,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11472,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11473,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11474,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11475,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11476,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11477,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11478,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11479,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11480,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11481,Mexico,2005,All genders,Not applicable,Percent,7.8646199999999995,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11482,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11483,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11484,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11485,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11486,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11487,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11488,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11489,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11490,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11491,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11492,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11493,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11494,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11495,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11496,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11497,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11498,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11499,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11500,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11501,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11502,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11503,Mexico,2004,All genders,Not applicable,Percent,8.375910000000001,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11504,Mexico,2004,Male,Not applicable,Percent,9.15517,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11505,Mexico,2004,Male,Not applicable,Percent,9.15517,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11506,Mexico,2004,Male,Not applicable,Percent,9.15517,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11507,Mexico,2004,Male,Not applicable,Percent,9.15517,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11508,Mexico,2004,Male,Not applicable,Percent,9.15517,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11509,Mexico,2004,Male,Not applicable,Percent,9.15517,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11510,Mexico,2004,Male,Not applicable,Percent,9.15517,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11511,Mexico,2004,Male,Not applicable,Percent,9.15517,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11512,Mexico,2004,Male,Not applicable,Percent,9.15517,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11513,Mexico,2004,Male,Not applicable,Percent,9.15517,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11514,Mexico,2004,Male,Not applicable,Percent,9.15517,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11515,Mexico,2004,Male,Not applicable,Percent,9.15517,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11516,Mexico,2004,Male,Not applicable,Percent,9.15517,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11517,Mexico,2004,Male,Not applicable,Percent,9.15517,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11518,Mexico,2004,Male,Not applicable,Percent,9.15517,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11519,Mexico,2004,Male,Not applicable,Percent,9.15517,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11520,Mexico,2004,Male,Not applicable,Percent,9.15517,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11521,Mexico,2004,Male,Not applicable,Percent,9.15517,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11522,Mexico,2004,Male,Not applicable,Percent,9.15517,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11523,Mexico,2004,Male,Not applicable,Percent,9.15517,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11524,Mexico,2004,Male,Not applicable,Percent,9.15517,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11525,Mexico,2004,Male,Not applicable,Percent,9.15517,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11526,Mexico,2004,Female,Not applicable,Percent,7.56942,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11527,Mexico,2004,Female,Not applicable,Percent,7.56942,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11528,Mexico,2004,Female,Not applicable,Percent,7.56942,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11529,Mexico,2004,Female,Not applicable,Percent,7.56942,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11530,Mexico,2004,Female,Not applicable,Percent,7.56942,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11531,Mexico,2004,Female,Not applicable,Percent,7.56942,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11532,Mexico,2004,Female,Not applicable,Percent,7.56942,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11533,Mexico,2004,Female,Not applicable,Percent,7.56942,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11534,Mexico,2004,Female,Not applicable,Percent,7.56942,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11535,Mexico,2004,Female,Not applicable,Percent,7.56942,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11536,Mexico,2004,Female,Not applicable,Percent,7.56942,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11537,Mexico,2004,Female,Not applicable,Percent,7.56942,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11538,Mexico,2004,Female,Not applicable,Percent,7.56942,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11539,Mexico,2004,Female,Not applicable,Percent,7.56942,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11540,Mexico,2004,Female,Not applicable,Percent,7.56942,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11541,Mexico,2004,Female,Not applicable,Percent,7.56942,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11542,Mexico,2004,Female,Not applicable,Percent,7.56942,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11543,Mexico,2004,Female,Not applicable,Percent,7.56942,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11544,Mexico,2004,Female,Not applicable,Percent,7.56942,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11545,Mexico,2004,Female,Not applicable,Percent,7.56942,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11546,Mexico,2004,Female,Not applicable,Percent,7.56942,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11547,Mexico,2004,Female,Not applicable,Percent,7.56942,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11548,Mexico,2003,Female,Not applicable,Percent,8.46556,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11549,Mexico,2003,Female,Not applicable,Percent,8.46556,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11550,Mexico,2003,Female,Not applicable,Percent,8.46556,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11551,Mexico,2003,Female,Not applicable,Percent,8.46556,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11552,Mexico,2003,Female,Not applicable,Percent,8.46556,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11553,Mexico,2003,Female,Not applicable,Percent,8.46556,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11554,Mexico,2003,Female,Not applicable,Percent,8.46556,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11555,Mexico,2003,Female,Not applicable,Percent,8.46556,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11556,Mexico,2003,Female,Not applicable,Percent,8.46556,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11557,Mexico,2003,Female,Not applicable,Percent,8.46556,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11558,Mexico,2003,Female,Not applicable,Percent,8.46556,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11559,Mexico,2003,Female,Not applicable,Percent,8.46556,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11560,Mexico,2003,Female,Not applicable,Percent,8.46556,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11561,Mexico,2003,Female,Not applicable,Percent,8.46556,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11562,Mexico,2003,Female,Not applicable,Percent,8.46556,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11563,Mexico,2003,Female,Not applicable,Percent,8.46556,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11564,Mexico,2003,Female,Not applicable,Percent,8.46556,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11565,Mexico,2003,Female,Not applicable,Percent,8.46556,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11566,Mexico,2003,Female,Not applicable,Percent,8.46556,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11567,Mexico,2003,Female,Not applicable,Percent,8.46556,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11568,Mexico,2003,Female,Not applicable,Percent,8.46556,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11569,Mexico,2003,Female,Not applicable,Percent,8.46556,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11570,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11571,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11572,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11573,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11574,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11575,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11576,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11577,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11578,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11579,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11580,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11581,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11582,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11583,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11584,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11585,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11586,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11587,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11588,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11589,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11590,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11591,Mexico,2003,Male,Not applicable,Percent,10.724260000000001,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11592,Mexico,2003,All genders,Not applicable,Percent,9.61618,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11593,Mexico,2003,All genders,Not applicable,Percent,9.61618,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11594,Mexico,2003,All genders,Not applicable,Percent,9.61618,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11595,Mexico,2003,All genders,Not applicable,Percent,9.61618,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11596,Mexico,2003,All genders,Not applicable,Percent,9.61618,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11597,Mexico,2003,All genders,Not applicable,Percent,9.61618,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11598,Mexico,2003,All genders,Not applicable,Percent,9.61618,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11599,Mexico,2003,All genders,Not applicable,Percent,9.61618,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11600,Mexico,2003,All genders,Not applicable,Percent,9.61618,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11601,Mexico,2003,All genders,Not applicable,Percent,9.61618,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11602,Mexico,2003,All genders,Not applicable,Percent,9.61618,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11603,Mexico,2003,All genders,Not applicable,Percent,9.61618,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11604,Mexico,2003,All genders,Not applicable,Percent,9.61618,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11605,Mexico,2003,All genders,Not applicable,Percent,9.61618,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11606,Mexico,2003,All genders,Not applicable,Percent,9.61618,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11607,Mexico,2003,All genders,Not applicable,Percent,9.61618,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11608,Mexico,2003,All genders,Not applicable,Percent,9.61618,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11609,Mexico,2003,All genders,Not applicable,Percent,9.61618,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11610,Mexico,2003,All genders,Not applicable,Percent,9.61618,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11611,Mexico,2003,All genders,Not applicable,Percent,9.61618,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11612,Mexico,2003,All genders,Not applicable,Percent,9.61618,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11613,Mexico,2003,All genders,Not applicable,Percent,9.61618,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11614,Mexico,2002,All genders,Not applicable,Percent,8.84568,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11615,Mexico,2002,All genders,Not applicable,Percent,8.84568,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11616,Mexico,2002,All genders,Not applicable,Percent,8.84568,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11617,Mexico,2002,All genders,Not applicable,Percent,8.84568,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11618,Mexico,2002,All genders,Not applicable,Percent,8.84568,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11619,Mexico,2002,All genders,Not applicable,Percent,8.84568,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11620,Mexico,2002,All genders,Not applicable,Percent,8.84568,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11621,Mexico,2002,All genders,Not applicable,Percent,8.84568,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11622,Mexico,2002,All genders,Not applicable,Percent,8.84568,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11623,Mexico,2002,All genders,Not applicable,Percent,8.84568,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11624,Mexico,2002,All genders,Not applicable,Percent,8.84568,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11625,Mexico,2002,All genders,Not applicable,Percent,8.84568,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11626,Mexico,2002,All genders,Not applicable,Percent,8.84568,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11627,Mexico,2002,All genders,Not applicable,Percent,8.84568,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11628,Mexico,2002,All genders,Not applicable,Percent,8.84568,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11629,Mexico,2002,All genders,Not applicable,Percent,8.84568,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11630,Mexico,2002,All genders,Not applicable,Percent,8.84568,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11631,Mexico,2002,All genders,Not applicable,Percent,8.84568,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11632,Mexico,2002,All genders,Not applicable,Percent,8.84568,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11633,Mexico,2002,All genders,Not applicable,Percent,8.84568,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11634,Mexico,2002,All genders,Not applicable,Percent,8.84568,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11635,Mexico,2002,All genders,Not applicable,Percent,8.84568,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11636,Mexico,2002,Male,Not applicable,Percent,9.81976,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11637,Mexico,2002,Male,Not applicable,Percent,9.81976,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11638,Mexico,2002,Male,Not applicable,Percent,9.81976,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11639,Mexico,2002,Male,Not applicable,Percent,9.81976,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11640,Mexico,2002,Male,Not applicable,Percent,9.81976,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11641,Mexico,2002,Male,Not applicable,Percent,9.81976,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11642,Mexico,2002,Male,Not applicable,Percent,9.81976,2008,92.9,,North America,Rural Female,2000.0,12448906.0
11643,Mexico,2002,Male,Not applicable,Percent,9.81976,2008,92.9,,North America,Rural Male,2000.0,12274684.0
11644,Mexico,2002,Male,Not applicable,Percent,9.81976,2007,92.8,,North America,Rural Female,2000.0,12448906.0
11645,Mexico,2002,Male,Not applicable,Percent,9.81976,2007,92.8,,North America,Rural Male,2000.0,12274684.0
11646,Mexico,2002,Male,Not applicable,Percent,9.81976,2006,91.7,,North America,Rural Female,2000.0,12448906.0
11647,Mexico,2002,Male,Not applicable,Percent,9.81976,2006,91.7,,North America,Rural Male,2000.0,12274684.0
11648,Mexico,2002,Male,Not applicable,Percent,9.81976,2005,91.6,,North America,Rural Female,2000.0,12448906.0
11649,Mexico,2002,Male,Not applicable,Percent,9.81976,2005,91.6,,North America,Rural Male,2000.0,12274684.0
11650,Mexico,2002,Male,Not applicable,Percent,9.81976,2004,91.0,,North America,Rural Female,2000.0,12448906.0
11651,Mexico,2002,Male,Not applicable,Percent,9.81976,2004,91.0,,North America,Rural Male,2000.0,12274684.0
11652,Mexico,2002,Male,Not applicable,Percent,9.81976,2002,90.3,,North America,Rural Female,2000.0,12448906.0
11653,Mexico,2002,Male,Not applicable,Percent,9.81976,2002,90.3,,North America,Rural Male,2000.0,12274684.0
11654,Mexico,2002,Male,Not applicable,Percent,9.81976,2000,90.5,,North America,Rural Female,2000.0,12448906.0
11655,Mexico,2002,Male,Not applicable,Percent,9.81976,2000,90.5,,North America,Rural Male,2000.0,12274684.0
11656,Mexico,2002,Male,Not applicable,Percent,9.81976,1990,87.6,,North America,Rural Female,2000.0,12448906.0
11657,Mexico,2002,Male,Not applicable,Percent,9.81976,1990,87.6,,North America,Rural Male,2000.0,12274684.0
11658,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2011,93.5,,North America,Rural Female,2000.0,12448906.0
11659,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2011,93.5,,North America,Rural Male,2000.0,12274684.0
11660,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2010,93.1,,North America,Rural Female,2000.0,12448906.0
11661,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2010,93.1,,North America,Rural Male,2000.0,12274684.0
11662,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2009,93.4,,North America,Rural Female,2000.0,12448906.0
11663,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2009,93.4,,North America,Rural Male,2000.0,12274684.0
11664,Mexico,2002,Female,Not applicable,Percent,7.834910000000001,2008,92.9,,North America,Rural Female,2000.0,12448906.0
